founder_id,founder_age,founder_gender,years_with_startup,founder_role,monthly_revenue_generated,work_life_balance_rating,venture_satisfaction,startup_performance_rating,funding_rounds_led,working_overtime,distance_from_investor_hub,education_background,personal_status,num_dependents,startup_stage,team_size_category,remote_operations,leadership_scope,innovation_support,startup_reputation,founder_visibility,retention_status
50278,38,Male,20,Education,4655.0,Good,Very High,Average,1,No,2,Associate Degree,Married,5.0,Mid,Medium,No,No,No,Good,Medium,Stayed
67465,57,Male,35,Technology,9084.0,Good,High,Below Average,0,Yes,41,Master’s Degree,Single,1.0,Entry,Small,No,No,Yes,Good,Medium,Left
56678,31,Male,17,Healthcare,7203.0,Excellent,Very High,High,1,No,98,Bachelor’s Degree,Married,1.0,Entry,Small,No,No,No,Fair,Medium,Left
29612,47,Male,5,Education,4452.0,Good,High,Below Average,0,Yes,28,Master’s Degree,Divorced,1.0,Entry,Medium,No,No,No,Fair,Low,Stayed
59325,36,Male,15,Education,7358.0,Good,High,Average,0,Yes,36,Associate Degree,Married,1.0,Senior,Medium,No,No,Yes,Good,Low,Stayed
71359,47,Male,25,Media,5695.0,Fair,Very High,Low,2,Yes,50,Associate Degree,Married,0.0,Mid,Small,Yes,No,Yes,Excellent,Medium,Stayed
9865,36,Male,15,Technology,6711.0,Good,High,Average,2,No,46,High School,Single,0.0,Mid,Small,No,No,No,Poor,Medium,Stayed
21514,18,Female,3,Healthcare,8704.0,Fair,High,Below Average,0,No,47,High School,Married,6.0,Entry,Medium,No,No,No,Fair,Low,Left
21067,32,Female,12,Finance,5571.0,Good,Very High,Low,0,Yes,65,Master’s Degree,Single,0.0,Senior,Medium,Yes,No,No,Fair,High,Stayed
58534,38,Female,26,Media,5162.0,Excellent,Very High,High,0,Yes,31,Master’s Degree,Divorced,5.0,Senior,Medium,No,No,No,Good,High,Stayed
69714,59,Female,36,Healthcare,6050.0,Poor,Very High,Average,0,No,8,Bachelor’s Degree,Single,1.0,Entry,Medium,No,No,No,Fair,Medium,Left
18282,29,Male,9,Healthcare,6557.0,Poor,Very High,High,0,No,11,Bachelor’s Degree,Married,3.0,Entry,Medium,No,No,No,Good,Low,Left
5937,57,Male,17,Media,6311.0,Good,High,Average,1,No,95,Associate Degree,Married,1.0,Mid,Medium,No,No,Yes,Good,Medium,Stayed
62538,41,Female,26,Media,5860.0,Fair,High,Average,0,No,13,Master’s Degree,Divorced,2.0,Mid,Medium,No,Yes,No,Good,Medium,Left
29421,43,Female,20,Healthcare,9577.0,Fair,High,Low,0,No,69,Associate Degree,Divorced,0.0,Entry,Medium,No,No,No,Good,High,Left
43744,44,Female,34,Education,5958.0,Good,High,Average,1,No,52,Bachelor’s Degree,Married,1.0,Senior,Medium,Yes,No,No,Good,Low,Stayed
38308,47,Male,25,Media,5673.0,Good,High,Low,2,Yes,76,Master’s Degree,Divorced,1.0,Mid,Medium,Yes,No,No,Excellent,Low,Left
26759,25,Male,14,Finance,6118.0,Good,High,Average,0,Yes,46,Bachelor’s Degree,Divorced,1.0,Mid,Medium,Yes,No,No,Poor,High,Stayed
34426,23,Male,14,Technology,9372.0,Fair,Medium,Below Average,2,Yes,18,Bachelor’s Degree,Divorced,0.0,Entry,Small,No,No,No,Good,Low,Left
37872,41,Male,7,Technology,9966.0,Good,Medium,Average,1,No,5,Bachelor’s Degree,Married,3.0,Mid,Medium,No,No,No,Good,Medium,Stayed
72862,38,Male,8,Finance,14406.0,Good,Very High,Average,2,No,46,Bachelor’s Degree,Single,2.0,Mid,Small,No,No,No,Fair,Low,Stayed
48785,47,Male,16,Finance,6677.0,Good,High,Average,0,No,77,Master’s Degree,Single,1.0,Entry,Small,No,No,No,Good,Medium,Stayed
50011,38,Male,28,Education,4988.0,Fair,High,Average,1,No,64,Associate Degree,Single,3.0,Entry,Small,No,No,No,Poor,Low,Left
49127,42,Female,22,Healthcare,7358.0,Good,High,Average,1,Yes,27,Bachelor’s Degree,Married,1.0,Senior,Medium,Yes,No,No,Poor,Low,Stayed
30679,59,Male,25,Healthcare,5923.0,Excellent,Medium,Average,0,No,5,Bachelor’s Degree,Married,3.0,Mid,Small,No,No,No,Fair,High,Stayed
32264,38,Male,18,Education,4663.0,Poor,High,Average,2,No,71,Master’s Degree,Single,4.0,Entry,Medium,Yes,No,No,Poor,High,Left
16990,20,Male,6,Finance,4621.0,Good,High,Average,0,No,45,Master’s Degree,Married,2.0,Mid,Large,No,No,No,Poor,Low,Left
57802,49,Female,27,Healthcare,6524.0,Good,High,Below Average,1,Yes,37,Bachelor’s Degree,Single,3.0,Mid,Small,No,No,No,Fair,Low,Left
19,47,Female,22,Education,3923.0,Good,Very High,Average,0,No,92,Associate Degree,Married,0.0,Mid,Small,No,No,No,Excellent,Medium,Left
18983,25,Male,15,Finance,8715.0,Good,High,Average,2,No,26,Associate Degree,Married,0.0,Entry,Small,No,No,Yes,Fair,Medium,Stayed
49109,56,Female,6,Media,6218.0,Good,High,Average,1,No,64,Master’s Degree,Married,1.0,Entry,Small,Yes,No,No,Poor,High,Left
35681,18,Female,10,Finance,10750.0,Fair,Low,Average,1,No,2,Associate Degree,Married,4.0,Entry,Medium,Yes,No,No,Good,High,Stayed
71728,36,Male,24,Healthcare,7712.0,Good,High,High,2,No,11,Associate Degree,Single,1.0,Mid,Medium,No,No,No,Good,Low,Left
18712,31,Male,7,Technology,10740.0,Good,Low,Average,0,No,91,Associate Degree,Married,6.0,Entry,Medium,No,No,No,Good,Low,Left
51933,23,Male,13,Finance,9377.0,Good,High,Average,1,No,43,Bachelor’s Degree,Single,1.0,Senior,Small,No,No,No,Good,Low,Stayed
40230,34,Male,17,Healthcare,7425.0,Good,High,Below Average,2,No,21,Bachelor’s Degree,Married,1.0,Mid,Small,No,No,No,Excellent,Low,Stayed
73381,37,Female,20,Technology,7759.0,Good,High,Average,0,No,5,Master’s Degree,Single,0.0,Entry,Small,No,No,Yes,Good,Medium,Stayed
50291,47,Female,34,Media,5238.0,Good,High,Below Average,0,No,71,Associate Degree,Divorced,0.0,Mid,Large,No,No,No,Poor,Low,Left
29441,24,Female,10,Media,7358.0,Good,High,Below Average,0,No,26,Master’s Degree,Divorced,1.0,Mid,Medium,No,No,No,Excellent,Low,Stayed
45278,52,Male,34,Finance,10402.0,Good,High,High,1,No,32,Associate Degree,Married,1.0,Mid,Medium,No,No,No,Fair,Low,Stayed
70092,50,Female,35,Media,5809.0,Fair,High,High,4,No,83,High School,Single,0.0,Entry,Small,No,No,Yes,Good,Medium,Left
52682,50,Female,20,Healthcare,8301.0,Good,High,Average,1,No,26,Associate Degree,Married,1.0,Mid,Small,No,No,Yes,Fair,Low,Left
55512,46,Male,37,Technology,6785.0,Good,High,Average,1,No,73,High School,Married,1.0,Entry,Medium,No,No,No,Poor,Medium,Left
33510,35,Male,23,Education,7358.0,Good,High,Average,2,Yes,14,Associate Degree,Single,1.0,Senior,Medium,No,No,No,Poor,Medium,Stayed
66779,22,Female,11,Technology,11099.0,Good,High,Below Average,2,Yes,90,High School,Married,1.0,Mid,Medium,No,No,No,Excellent,Low,Stayed
6766,57,Female,30,Technology,9342.0,Fair,High,Average,0,No,64,Associate Degree,Married,4.0,Entry,Medium,No,No,No,Good,Medium,Left
38840,47,Female,10,Healthcare,7014.0,Good,Very High,High,1,No,15,Associate Degree,Married,0.0,Entry,Small,Yes,No,Yes,Fair,Low,Left
48174,41,Female,32,Healthcare,7791.0,Good,High,Average,2,No,30,Associate Degree,Single,4.0,Entry,Large,No,No,No,Excellent,High,Left
51609,26,Female,11,Finance,6725.0,Good,Very High,Below Average,0,No,49,Bachelor’s Degree,Married,1.0,Senior,Large,No,No,No,Fair,Low,Stayed
72279,35,Female,12,Technology,10056.0,Fair,Very High,High,0,No,24,Master’s Degree,Single,5.0,Entry,Large,No,No,No,Excellent,High,Left
22469,44,Female,9,Education,2899.0,Fair,High,Average,0,No,35,Bachelor’s Degree,Single,0.0,Entry,Medium,No,No,No,Good,Low,Left
62390,28,Female,9,Education,5362.0,Good,Low,Average,0,No,53,Bachelor’s Degree,Married,0.0,Mid,Medium,No,No,No,Good,High,Left
55700,43,Male,3,Healthcare,8794.0,Good,High,High,2,No,28,Master’s Degree,Married,1.0,Entry,Medium,No,No,No,Excellent,High,Left
4472,42,Female,26,Healthcare,6380.0,Good,Medium,Average,1,Yes,86,High School,Married,2.0,Entry,Medium,No,No,No,Fair,Low,Stayed
23124,19,Female,7,Technology,9130.0,Good,High,High,0,No,9,High School,Married,2.0,Entry,Small,No,No,No,Fair,Low,Stayed
15925,22,Female,3,Education,4868.0,Fair,High,Average,2,No,51,Associate Degree,Married,3.0,Entry,Small,No,No,Yes,Good,High,Left
25133,24,Male,11,Media,7358.0,Good,High,Below Average,1,No,60,Associate Degree,Single,1.0,Entry,Medium,No,No,No,Fair,Medium,Left
74121,53,Female,2,Media,6459.0,Good,High,Average,0,No,9,Bachelor’s Degree,Married,1.0,Mid,Medium,No,No,No,Good,High,Stayed
300,45,Male,27,Media,5560.0,Good,High,Average,2,Yes,34,Bachelor’s Degree,Married,2.0,Entry,Medium,No,No,No,Good,Medium,Stayed
14835,58,Male,29,Healthcare,7480.0,Excellent,High,Average,0,No,80,High School,Divorced,5.0,Senior,Large,Yes,No,Yes,Fair,Medium,Stayed
2082,56,Female,29,Technology,8175.0,Good,Very High,High,1,Yes,13,Associate Degree,Single,3.0,Entry,Large,No,No,No,Poor,Low,Left
36510,33,Male,8,Education,5138.0,Good,Medium,Below Average,0,No,86,Associate Degree,Married,4.0,Entry,Medium,No,No,No,Good,Medium,Stayed
1329,35,Female,16,Healthcare,8190.0,Good,High,High,2,Yes,61,Associate Degree,Married,1.0,Entry,Medium,No,No,No,Good,Medium,Left
39787,41,Male,2,Media,5166.0,Good,High,Average,1,No,85,Bachelor’s Degree,Married,1.0,Entry,Small,No,No,No,Fair,Low,Stayed
57095,40,Male,6,Education,4533.0,Fair,Medium,Average,0,No,84,Bachelor’s Degree,Single,3.0,Mid,Small,No,No,Yes,Good,Low,Left
42982,49,Female,16,Technology,7692.0,Good,High,Average,2,No,80,Associate Degree,Married,1.0,Entry,Medium,No,No,No,Poor,Medium,Left
37529,32,Male,24,Technology,8514.0,Excellent,High,High,1,Yes,92,Bachelor’s Degree,Single,0.0,Mid,Small,No,No,No,Fair,Medium,Left
20854,20,Male,5,Technology,7442.0,Good,High,Below Average,2,Yes,34,PhD,Married,0.0,Entry,Medium,No,No,Yes,Good,High,Stayed
64668,50,Female,23,Technology,9153.0,Good,High,High,2,No,81,PhD,Single,1.0,Mid,Medium,No,No,No,Good,Medium,Stayed
43386,35,Female,9,Healthcare,8574.0,Excellent,High,Average,0,No,93,High School,Married,0.0,Mid,Large,No,No,No,Good,High,Stayed
6491,49,Male,14,Finance,6435.0,Good,Medium,Average,0,No,46,PhD,Single,3.0,Senior,Medium,No,No,No,Good,Medium,Stayed
71977,57,Male,7,Healthcare,7117.0,Good,High,Average,0,No,30,Master’s Degree,Married,1.0,Entry,Medium,Yes,No,No,Good,Medium,Stayed
50901,57,Female,40,Technology,8687.0,Good,High,High,0,No,96,Bachelor’s Degree,Single,0.0,Mid,Small,Yes,No,No,Poor,High,Left
39715,40,Female,24,Healthcare,7358.0,Good,High,Average,0,No,57,High School,Married,1.0,Entry,Medium,No,Yes,No,Good,Medium,Left
946,35,Male,22,Education,6278.0,Good,High,Average,4,Yes,61,Associate Degree,Single,1.0,Entry,Medium,Yes,No,Yes,Fair,High,Stayed
6279,43,Female,21,Media,6237.0,Good,Medium,Average,0,Yes,24,Bachelor’s Degree,Married,2.0,Entry,Medium,No,No,No,Fair,Medium,Stayed
19150,30,Female,4,Finance,10764.0,Excellent,High,Below Average,0,No,45,High School,Single,0.0,Entry,Medium,No,No,No,Good,Medium,Left
46919,34,Female,18,Media,5752.0,Fair,High,Average,1,No,25,Bachelor’s Degree,Married,1.0,Mid,Small,No,No,No,Good,Medium,Stayed
22588,19,Female,11,Media,7358.0,Good,High,Average,0,No,60,PhD,Married,1.0,Entry,Medium,No,No,No,Good,Low,Stayed
65603,55,Male,44,Healthcare,8979.0,Good,Medium,High,0,Yes,88,High School,Married,1.0,Mid,Medium,No,No,No,Good,Medium,Stayed
16846,43,Male,14,Healthcare,8373.0,Good,High,Below Average,1,No,93,Master’s Degree,Married,1.0,Entry,Large,No,No,No,Poor,High,Left
10972,41,Female,13,Finance,8100.0,Good,High,High,0,Yes,3,Associate Degree,Married,1.0,Entry,Medium,Yes,No,Yes,Good,Low,Stayed
7431,24,Female,5,Healthcare,6242.0,Good,High,High,3,Yes,71,High School,Married,1.0,Entry,Medium,No,No,Yes,Good,Medium,Stayed
56109,42,Female,10,Education,5582.0,Good,High,High,0,No,16,Master’s Degree,Divorced,0.0,Entry,Medium,No,No,No,Poor,Low,Left
59166,50,Male,14,Technology,8715.0,Good,High,Average,0,No,87,Bachelor’s Degree,Married,1.0,Senior,Large,No,No,No,Good,Low,Stayed
41230,31,Male,19,Healthcare,7358.0,Good,High,High,0,No,37,Bachelor’s Degree,Divorced,1.0,Entry,Medium,No,No,No,Fair,Low,Left
51586,39,Male,15,Healthcare,8536.0,Good,High,Low,1,Yes,58,Associate Degree,Married,0.0,Senior,Medium,No,No,No,Good,Low,Stayed
44780,25,Female,4,Finance,6856.0,Good,High,Average,0,No,13,Bachelor’s Degree,Single,0.0,Entry,Medium,No,No,Yes,Fair,Low,Left
58771,20,Female,7,Media,6775.0,Good,Medium,Average,0,No,76,Bachelor’s Degree,Married,1.0,Mid,Medium,No,No,No,Good,High,Left
5997,23,Male,1,Finance,7358.0,Good,High,High,1,No,4,Bachelor’s Degree,Married,1.0,Entry,Medium,No,No,No,Good,High,Left
50227,43,Male,11,Finance,7358.0,Good,High,Average,0,No,11,High School,Single,1.0,Entry,Medium,No,No,Yes,Excellent,Very High,Left
68023,18,Male,10,Education,4227.0,Good,Medium,Average,0,Yes,78,Bachelor’s Degree,Divorced,2.0,Entry,Large,No,No,No,Good,Medium,Left
29913,38,Male,5,Finance,11477.0,Poor,Very High,Below Average,1,Yes,10,High School,Married,1.0,Entry,Large,No,No,No,Good,High,Left
69308,58,Male,15,Media,6566.0,Good,Very High,High,0,No,11,Bachelor’s Degree,Divorced,3.0,Entry,Small,No,No,No,Excellent,Low,Stayed
23371,49,Female,22,Finance,12041.0,Good,High,Low,0,No,62,PhD,Single,1.0,Mid,Medium,No,No,Yes,Good,Low,Stayed
18913,26,Male,7,Media,6247.0,Fair,High,High,0,No,27,Bachelor’s Degree,Single,0.0,Mid,Small,No,No,No,Good,High,Left
18053,42,Male,33,Technology,10155.0,Good,High,Below Average,1,Yes,89,Master’s Degree,Married,1.0,Entry,Medium,Yes,No,Yes,Poor,Medium,Stayed
20739,53,Male,5,Healthcare,9542.0,Fair,High,High,0,No,75,Master’s Degree,Married,0.0,Senior,Large,Yes,No,Yes,Good,High,Stayed
68449,53,Male,24,Technology,8987.0,Good,High,Average,0,No,85,Bachelor’s Degree,Married,4.0,Mid,Small,No,No,No,Good,Medium,Stayed
27745,36,Female,17,Education,4190.0,Good,Very High,Average,1,Yes,44,High School,Married,1.0,Entry,Small,No,No,Yes,Good,Low,Left
5960,28,Male,8,Technology,7195.0,Poor,High,Below Average,0,No,53,High School,Single,0.0,Senior,Medium,No,No,No,Good,Medium,Left
43963,41,Female,17,Healthcare,8481.0,Good,High,Average,0,No,58,Associate Degree,Divorced,1.0,Entry,Small,No,No,No,Fair,Medium,Left
4788,56,Female,16,Education,4776.0,Fair,Very High,Average,1,Yes,77,High School,Married,0.0,Mid,Medium,No,No,Yes,Good,Low,Left
23722,42,Male,15,Finance,8142.0,Fair,Medium,Average,0,No,53,Associate Degree,Married,0.0,Entry,Small,Yes,No,No,Poor,High,Left
27285,30,Male,16,Media,6067.0,Good,High,Below Average,0,No,47,Associate Degree,Married,1.0,Mid,Large,Yes,No,No,Good,Medium,Stayed
69837,49,Male,32,Healthcare,7892.0,Fair,High,Average,0,Yes,65,Bachelor’s Degree,Single,2.0,Entry,Large,No,No,Yes,Good,Low,Left
67399,35,Male,9,Education,3525.0,Good,Very High,High,0,No,79,Bachelor’s Degree,Single,0.0,Senior,Medium,No,No,No,Good,Low,Left
19280,24,Female,12,Technology,10531.0,Good,High,Average,1,Yes,52,Master’s Degree,Single,1.0,Entry,Medium,No,No,Yes,Fair,Low,Left
15475,46,Female,10,Finance,10032.0,Good,High,Average,1,No,23,Bachelor’s Degree,Married,1.0,Mid,Medium,No,No,No,Excellent,Medium,Stayed
48550,32,Male,7,Healthcare,7895.0,Fair,Very High,Average,0,No,34,High School,Divorced,0.0,Mid,Small,No,No,No,Poor,Medium,Left
8272,31,Male,13,Finance,10807.0,Fair,Very High,Average,0,No,49,High School,Married,0.0,Entry,Small,No,No,Yes,Poor,Low,Stayed
18188,50,Female,32,Technology,6624.0,Good,Low,Below Average,0,Yes,6,Associate Degree,Married,2.0,Mid,Large,No,No,No,Good,Medium,Stayed
1136,25,Female,13,Healthcare,8079.0,Fair,High,Average,1,No,66,Bachelor’s Degree,Married,0.0,Entry,Medium,No,No,No,Good,Low,Left
42321,38,Female,22,Finance,8250.0,Good,High,Below Average,1,No,1,Master’s Degree,Married,0.0,Mid,Small,No,Yes,No,Good,Low,Left
7659,33,Female,20,Healthcare,6149.0,Good,High,High,0,No,96,Bachelor’s Degree,Single,3.0,Entry,Medium,No,No,No,Good,Medium,Left
56931,23,Female,14,Media,6605.0,Excellent,Medium,Average,4,No,78,High School,Married,2.0,Senior,Small,No,No,No,Good,Low,Stayed
27715,18,Male,8,Healthcare,7358.0,Good,High,High,0,No,88,Associate Degree,Single,1.0,Senior,Medium,No,No,No,Excellent,Medium,Left
34481,40,Male,32,Finance,9078.0,Good,High,Average,0,Yes,47,High School,Single,2.0,Mid,Medium,No,No,No,Fair,Low,Left
33495,48,Female,27,Technology,9193.0,Good,High,High,1,No,36,Associate Degree,Single,3.0,Entry,Medium,No,No,No,Good,Medium,Left
7466,39,Female,7,Media,6620.0,Good,Low,Low,0,No,68,High School,Single,5.0,Senior,Medium,No,No,No,Good,Low,Stayed
41883,46,Male,32,Technology,7358.0,Good,High,Average,4,Yes,77,Bachelor’s Degree,Single,1.0,Entry,Medium,Yes,No,Yes,Good,Medium,Stayed
65486,35,Male,3,Education,3716.0,Good,High,Low,2,Yes,8,High School,Single,2.0,Mid,Medium,Yes,No,No,Good,Medium,Stayed
32557,56,Male,48,Healthcare,7919.0,Fair,High,Average,0,No,35,Associate Degree,Single,1.0,Senior,Medium,No,No,Yes,Good,High,Stayed
2148,23,Male,8,Technology,7266.0,Fair,Very High,Average,0,No,98,Master’s Degree,Single,1.0,Mid,Medium,No,No,No,Good,Medium,Left
20361,46,Male,6,Finance,5964.0,Good,High,Average,0,No,74,Master’s Degree,Divorced,1.0,Mid,Large,No,No,No,Good,Low,Stayed
49157,56,Female,17,Healthcare,8039.0,Fair,High,Average,0,No,76,Associate Degree,Single,3.0,Entry,Large,No,No,No,Good,Medium,Left
28601,53,Female,20,Technology,7358.0,Good,High,Average,1,No,49,Bachelor’s Degree,Single,1.0,Mid,Medium,No,No,No,Poor,Medium,Stayed
53890,19,Female,3,Healthcare,7737.0,Good,High,Average,0,No,89,Bachelor’s Degree,Married,1.0,Entry,Medium,No,No,No,Poor,Low,Left
54724,54,Female,27,Healthcare,7006.0,Fair,Low,Low,0,No,46,Associate Degree,Divorced,1.0,Mid,Medium,Yes,No,Yes,Poor,Low,Stayed
30101,21,Male,6,Technology,6004.0,Good,High,Average,2,No,43,Associate Degree,Married,0.0,Senior,Small,No,No,No,Good,Low,Stayed
761,46,Female,26,Healthcare,6307.0,Good,High,Average,1,No,75,Bachelor’s Degree,Married,4.0,Entry,Large,No,No,No,Good,High,Stayed
4546,57,Female,7,Education,3327.0,Good,High,High,0,No,18,Associate Degree,Married,0.0,Senior,Medium,No,No,No,Good,Low,Stayed
30391,30,Male,11,Technology,7358.0,Good,High,High,0,No,5,High School,Married,1.0,Mid,Medium,No,No,No,Excellent,Medium,Stayed
52332,51,Female,16,Technology,9063.0,Good,High,Average,2,Yes,36,High School,Single,4.0,Senior,Medium,No,No,No,Good,Medium,Stayed
7517,42,Male,27,Finance,13705.0,Good,High,Average,2,No,48,Bachelor’s Degree,Married,0.0,Entry,Small,No,No,No,Poor,Medium,Left
9797,20,Male,12,Technology,7691.0,Good,Medium,High,0,No,43,Bachelor’s Degree,Divorced,2.0,Mid,Medium,Yes,No,Yes,Excellent,Medium,Stayed
28804,42,Male,4,Education,5243.0,Excellent,Medium,Average,0,Yes,37,High School,Divorced,1.0,Senior,Large,No,No,No,Good,High,Stayed
61714,30,Male,10,Healthcare,8087.0,Fair,Medium,High,0,No,28,Associate Degree,Married,1.0,Senior,Medium,Yes,No,No,Poor,Low,Stayed
239,24,Male,5,Education,4220.0,Poor,Medium,Average,1,No,80,Master’s Degree,Divorced,4.0,Mid,Small,No,No,No,Good,Medium,Stayed
15081,53,Male,19,Education,5306.0,Good,Medium,Average,0,No,5,PhD,Married,4.0,Entry,Medium,No,No,Yes,Good,Low,Stayed
57872,46,Male,27,Media,6282.0,Good,High,Average,0,No,5,High School,Married,1.0,Senior,Small,No,No,Yes,Fair,Low,Left
41109,49,Male,15,Technology,7873.0,Good,High,Average,4,Yes,64,Bachelor’s Degree,Single,0.0,Entry,Small,Yes,No,No,Poor,Low,Left
64422,20,Male,10,Healthcare,7596.0,Fair,High,Average,0,No,29,High School,Divorced,0.0,Entry,Large,No,No,No,Fair,Low,Left
24125,45,Female,30,Technology,9031.0,Fair,Very High,Average,0,Yes,60,Bachelor’s Degree,Married,1.0,Mid,Large,No,No,Yes,Good,Low,Left
34517,26,Female,2,Healthcare,7277.0,Good,High,Average,0,Yes,95,High School,Married,2.0,Senior,Medium,No,No,No,Poor,Low,Left
59427,40,Female,26,Technology,9010.0,Good,High,Average,2,No,10,Bachelor’s Degree,Single,0.0,Senior,Large,Yes,No,No,Excellent,Low,Stayed
58658,38,Male,9,Healthcare,6088.0,Good,Low,Average,0,No,11,Bachelor’s Degree,Married,1.0,Mid,Large,No,No,No,Good,Medium,Stayed
13488,32,Female,22,Healthcare,8384.0,Fair,High,High,0,No,73,Associate Degree,Divorced,1.0,Entry,Medium,No,No,No,Poor,High,Left
19902,39,Male,16,Education,4147.0,Good,Very High,High,2,No,43,Bachelor’s Degree,Married,3.0,Mid,Medium,Yes,No,No,Good,Medium,Stayed
52068,22,Male,4,Healthcare,8524.0,Fair,High,Low,3,Yes,6,Bachelor’s Degree,Single,1.0,Mid,Medium,No,No,No,Poor,High,Stayed
70148,58,Male,27,Media,5297.0,Good,High,Average,0,No,12,Bachelor’s Degree,Single,0.0,Mid,Large,No,No,No,Fair,Low,Left
58621,40,Female,12,Technology,11497.0,Fair,High,High,0,Yes,33,Master’s Degree,Divorced,3.0,Entry,Large,No,No,No,Poor,Low,Left
60508,54,Male,43,Media,5769.0,Good,High,Average,2,No,88,High School,Single,1.0,Entry,Medium,No,No,No,Good,Medium,Left
26604,35,Male,23,Technology,10694.0,Good,High,Average,2,No,20,Master’s Degree,Single,1.0,Mid,Large,No,No,No,Good,Low,Left
56353,23,Female,15,Education,5539.0,Good,High,Low,0,No,30,Master’s Degree,Divorced,1.0,Senior,Medium,No,No,Yes,Poor,High,Left
21836,35,Male,19,Technology,8443.0,Good,High,Average,2,No,92,Bachelor’s Degree,Married,1.0,Entry,Medium,No,No,No,Good,Low,Stayed
47982,44,Male,11,Finance,11389.0,Good,Medium,Average,1,No,63,Associate Degree,Divorced,0.0,Senior,Medium,Yes,No,No,Poor,Very High,Stayed
6851,35,Female,17,Finance,6748.0,Good,High,Average,2,No,8,Associate Degree,Married,1.0,Entry,Large,No,No,No,Excellent,Low,Stayed
46735,48,Female,37,Education,3853.0,Good,High,Below Average,0,Yes,36,Master’s Degree,Married,3.0,Entry,Large,No,No,No,Good,Medium,Left
11918,23,Male,12,Finance,8879.0,Good,High,Average,0,Yes,35,Master’s Degree,Divorced,1.0,Mid,Medium,No,No,No,Fair,Low,Left
2498,19,Male,9,Education,3497.0,Good,High,Average,1,Yes,48,Associate Degree,Married,4.0,Entry,Small,No,No,No,Fair,Medium,Stayed
11037,28,Female,10,Technology,7392.0,Fair,High,High,2,Yes,75,High School,Married,1.0,Mid,Medium,No,No,No,Good,Medium,Left
11290,51,Male,23,Finance,9888.0,Good,High,Below Average,0,No,90,Bachelor’s Degree,Married,3.0,Mid,Medium,Yes,No,No,Fair,High,Stayed
28639,59,Male,21,Media,7358.0,Good,High,Average,1,No,87,Associate Degree,Married,1.0,Mid,Medium,Yes,No,No,Good,High,Stayed
12674,21,Female,1,Healthcare,7743.0,Good,High,High,0,No,18,Master’s Degree,Married,1.0,Entry,Medium,No,No,No,Poor,Low,Stayed
42341,34,Male,22,Education,5293.0,Good,High,Average,0,No,53,Master’s Degree,Single,0.0,Mid,Medium,Yes,No,No,Good,Medium,Stayed
26453,30,Male,13,Healthcare,8452.0,Good,High,High,0,Yes,31,Bachelor’s Degree,Married,1.0,Senior,Medium,No,No,No,Poor,Medium,Stayed
30947,32,Female,14,Healthcare,8440.0,Good,High,Low,0,Yes,34,High School,Single,1.0,Entry,Medium,No,No,No,Excellent,High,Left
19573,32,Male,8,Education,3837.0,Poor,High,Below Average,2,No,65,Associate Degree,Married,0.0,Mid,Medium,Yes,Yes,No,Poor,Low,Stayed
68508,21,Female,12,Education,4638.0,Good,High,Average,2,No,81,Associate Degree,Single,1.0,Mid,Small,No,No,Yes,Good,Medium,Left
22306,53,Male,12,Education,7358.0,Good,High,High,1,No,93,Bachelor’s Degree,Divorced,1.0,Entry,Medium,No,No,Yes,Good,High,Left
6728,43,Female,17,Finance,6914.0,Good,High,Average,0,No,90,Bachelor’s Degree,Single,0.0,Entry,Medium,Yes,No,No,Fair,Low,Left
60979,28,Female,13,Technology,5798.0,Good,Very High,Below Average,1,Yes,19,Bachelor’s Degree,Single,4.0,Mid,Large,No,No,No,Fair,Medium,Left
65957,36,Male,13,Finance,8146.0,Good,High,Average,0,No,98,Associate Degree,Married,1.0,Senior,Medium,Yes,No,No,Good,Medium,Stayed
36216,42,Female,18,Education,5918.0,Good,High,Average,1,No,62,Bachelor’s Degree,Married,1.0,Entry,Small,No,No,No,Good,Low,Stayed
20987,42,Female,28,Finance,9721.0,Fair,High,High,0,Yes,33,Bachelor’s Degree,Single,5.0,Entry,Medium,No,No,Yes,Poor,Medium,Left
2715,57,Female,18,Technology,10035.0,Poor,Low,Low,0,No,46,Associate Degree,Married,3.0,Senior,Medium,No,No,No,Good,Medium,Left
7573,48,Female,18,Education,5277.0,Excellent,High,Below Average,0,Yes,23,Associate Degree,Single,1.0,Entry,Medium,No,No,No,Poor,Medium,Left
26661,48,Male,34,Education,4689.0,Fair,Medium,High,0,No,82,Master’s Degree,Divorced,3.0,Mid,Medium,No,No,No,Excellent,High,Left
42213,51,Female,15,Healthcare,7415.0,Good,High,Average,0,No,60,Bachelor’s Degree,Married,2.0,Entry,Medium,No,No,No,Poor,Low,Left
41412,40,Male,22,Finance,9733.0,Poor,High,High,3,Yes,87,High School,Single,2.0,Mid,Small,No,No,No,Poor,Medium,Stayed
165,23,Female,15,Finance,7573.0,Good,High,Below Average,0,No,10,Associate Degree,Married,2.0,Senior,Medium,No,No,No,Good,Medium,Stayed
59240,28,Female,8,Finance,9375.0,Good,High,Low,2,No,97,Associate Degree,Married,0.0,Mid,Small,No,No,No,Good,Medium,Stayed
55754,43,Female,17,Media,5850.0,Good,High,Average,0,No,65,Associate Degree,Married,1.0,Entry,Medium,No,Yes,No,Excellent,Low,Left
