founder_id,founder_age,founder_gender,years_with_startup,founder_role,monthly_revenue_generated,work_life_balance_rating,venture_satisfaction,startup_performance_rating,funding_rounds_led,working_overtime,distance_from_investor_hub,education_background,personal_status,num_dependents,startup_stage,team_size_category,years_since_founding,remote_operations,leadership_scope,innovation_support,startup_reputation,founder_visibility,retention_status
71536,54,Male,16,Technology,10658.0,Poor,High,Average,2,No,71,Bachelor’s Degree,Married,2.0,Entry,Small,46.0,No,No,No,Excellent,Low,Left
66111,53,Male,10,Healthcare,7145.0,Good,High,High,0,No,1,Master’s Degree,Divorced,1.0,Entry,Medium,17.0,No,No,No,Poor,High,Left
29658,54,Male,46,Media,5834.0,Excellent,High,Average,1,Yes,62,Associate Degree,Divorced,4.0,Entry,Medium,52.0,Yes,No,Yes,Fair,Low,Stayed
46249,41,Male,19,Education,4800.0,Fair,High,Below Average,2,No,44,Bachelor’s Degree,Married,0.0,Mid,Large,39.0,No,Yes,No,Poor,Low,Left
622,29,Female,5,Technology,7632.0,Good,High,High,1,No,45,Associate Degree,Single,0.0,Entry,Medium,16.0,No,No,No,Good,High,Left
51457,37,Female,8,Media,5294.0,Poor,Medium,Average,1,No,2,Associate Degree,Married,2.0,Entry,Large,24.0,No,No,Yes,Fair,Low,Left
9969,33,Female,2,Healthcare,8170.0,Excellent,High,Below Average,0,No,95,Bachelor’s Degree,Married,1.0,Senior,Medium,28.0,Yes,No,Yes,Good,Low,Stayed
32682,49,Male,11,Technology,10503.0,Fair,High,Average,0,No,40,High School,Married,0.0,Mid,Large,39.0,No,No,No,Fair,Low,Stayed
27508,54,Male,28,Education,5905.0,Poor,High,Average,2,Yes,71,Master’s Degree,Single,0.0,Entry,Large,52.0,No,No,No,Good,Low,Left
6739,51,Female,11,Healthcare,7936.0,Good,Medium,Average,2,No,99,High School,Married,1.0,Entry,Small,39.0,No,No,No,Fair,Low,Stayed
49047,57,Female,18,Technology,11689.0,Good,Very High,Average,3,No,73,PhD,Single,1.0,Senior,Large,49.0,No,No,Yes,Good,Low,Stayed
22599,56,Male,47,Education,4657.0,Poor,High,Average,2,No,76,Associate Degree,Married,2.0,Mid,Large,49.0,No,No,Yes,Fair,Low,Left
59366,32,Male,11,Education,2843.0,Fair,High,Average,0,Yes,38,High School,Married,2.0,Entry,Large,22.0,Yes,No,No,Poor,Medium,Stayed
14428,37,Male,12,Media,6571.0,Good,High,Average,0,No,62,Associate Degree,Single,1.0,Entry,Small,23.0,Yes,No,No,Fair,Medium,Left
46569,57,Male,2,Technology,12453.0,Good,High,Average,2,Yes,76,Associate Degree,Married,5.0,Mid,Medium,24.0,No,No,No,Poor,High,Left
28601,53,Female,20,Technology,7371.0,Good,High,Average,1,No,49,Bachelor’s Degree,Single,1.0,Mid,Medium,27.0,No,No,No,Poor,Medium,Stayed
25525,22,Female,8,Technology,11768.0,Fair,High,Average,0,Yes,38,Associate Degree,Married,1.0,Mid,Small,19.0,No,No,No,Fair,Medium,Stayed
32773,59,Female,26,Media,5501.0,Poor,Medium,High,1,No,76,Bachelor’s Degree,Married,2.0,Entry,Medium,44.0,No,No,No,Good,Medium,Left
60422,42,Male,26,Education,5238.0,Excellent,Low,Average,2,No,66,Associate Degree,Married,0.0,Mid,Medium,30.0,No,No,No,Good,Medium,Stayed
71539,28,Female,12,Finance,9855.0,Excellent,Very High,Average,1,Yes,38,Associate Degree,Married,1.0,Senior,Small,20.0,Yes,No,No,Good,Low,Stayed
55643,39,Female,29,Media,5595.0,Good,High,Below Average,1,No,15,Associate Degree,Married,0.0,Entry,Small,33.0,No,No,No,Fair,Low,Left
74341,20,Male,11,Healthcare,6606.0,Good,High,Below Average,0,Yes,59,Associate Degree,Married,1.0,Mid,Medium,27.0,Yes,No,No,Poor,Medium,Stayed
4693,45,Male,19,Technology,7371.0,Good,High,Average,3,No,20,High School,Single,1.0,Mid,Medium,27.0,No,No,No,Poor,High,Stayed
72169,31,Male,18,Media,5842.0,Fair,Low,Low,0,No,91,Bachelor’s Degree,Married,0.0,Mid,Large,31.0,No,No,No,Good,Medium,Left
7720,22,Male,1,Education,3495.0,Poor,Very High,High,1,Yes,71,Bachelor’s Degree,Married,4.0,Mid,Small,17.0,No,No,Yes,Poor,Low,Left
53490,51,Male,11,Technology,8831.0,Good,Very High,High,0,No,74,Master’s Degree,Single,3.0,Entry,Medium,20.0,Yes,No,No,Poor,High,Stayed
51745,24,Female,7,Education,3665.0,Good,High,Below Average,0,No,12,High School,Single,1.0,Entry,Small,17.0,Yes,No,No,Good,Low,Left
28782,40,Female,10,Education,3285.0,Poor,Low,Average,0,Yes,3,Bachelor’s Degree,Single,4.0,Senior,Medium,26.0,No,No,No,Poor,Low,Left
30515,35,Male,9,Healthcare,8518.0,Fair,Medium,Average,1,No,65,Bachelor’s Degree,Married,0.0,Senior,Small,35.0,No,No,No,Poor,Medium,Left
47447,23,Male,15,Education,4039.0,Poor,High,Average,1,Yes,7,Bachelor’s Degree,Single,0.0,Entry,Medium,22.0,No,Yes,Yes,Good,Low,Left
3310,57,Male,31,Media,6438.0,Good,High,Average,0,No,64,Bachelor’s Degree,Married,1.0,Entry,Large,42.0,No,No,No,Good,High,Left
65521,51,Female,25,Technology,10556.0,Good,High,Low,1,No,18,Bachelor’s Degree,Single,0.0,Mid,Large,26.0,Yes,No,No,Fair,Low,Left
45430,44,Female,22,Finance,9496.0,Excellent,Medium,High,0,Yes,75,Master’s Degree,Single,1.0,Entry,Medium,27.0,Yes,No,Yes,Good,Low,Left
27896,29,Female,8,Technology,9283.0,Good,High,Average,0,No,7,PhD,Single,2.0,Mid,Small,23.0,No,No,No,Poor,Medium,Left
33510,35,Male,23,Education,7371.0,Good,High,Average,2,Yes,14,Associate Degree,Single,1.0,Senior,Medium,27.0,No,No,No,Poor,Medium,Stayed
11669,57,Male,17,Finance,10495.0,Excellent,Very High,Average,2,Yes,19,Associate Degree,Divorced,2.0,Entry,Medium,19.0,No,Yes,No,Excellent,Low,Stayed
14094,57,Female,29,Technology,10255.0,Good,Very High,High,0,Yes,25,High School,Married,0.0,Senior,Medium,44.0,No,No,No,Good,High,Left
46447,21,Male,5,Education,5042.0,Fair,High,Average,0,No,97,High School,Married,3.0,Entry,Medium,11.0,No,No,No,Excellent,Low,Left
6785,45,Male,13,Education,3884.0,Good,High,Below Average,2,Yes,48,High School,Married,1.0,Mid,Medium,31.0,Yes,No,No,Fair,Medium,Stayed
53322,21,Male,4,Technology,7781.0,Good,High,High,2,No,27,High School,Single,1.0,Mid,Medium,27.0,No,No,No,Excellent,Low,Left
20362,26,Male,10,Finance,7371.0,Good,High,High,1,No,31,Master’s Degree,Single,1.0,Mid,Medium,27.0,No,No,No,Good,Low,Left
22346,59,Female,3,Education,4425.0,Good,High,Average,3,No,72,Bachelor’s Degree,Married,0.0,Senior,Medium,52.0,No,No,No,Good,Low,Left
54315,24,Male,14,Technology,8611.0,Good,High,Below Average,2,No,87,Associate Degree,Single,1.0,Mid,Medium,27.0,No,No,No,Good,High,Left
41739,20,Female,1,Healthcare,7824.0,Poor,High,High,0,No,34,PhD,Single,1.0,Entry,Large,9.0,Yes,No,No,Good,High,Left
36453,23,Female,12,Technology,9499.0,Excellent,High,Average,0,No,10,Associate Degree,Married,4.0,Mid,Medium,23.0,No,No,No,Excellent,Low,Stayed
627,53,Male,35,Finance,7294.0,Good,High,Average,1,No,60,High School,Divorced,5.0,Entry,Medium,38.0,No,No,Yes,Fair,Medium,Stayed
8829,32,Female,4,Finance,9981.0,Fair,High,Average,0,Yes,21,PhD,Married,0.0,Mid,Large,17.0,No,No,Yes,Excellent,Low,Left
68894,49,Female,1,Finance,11359.0,Fair,High,Average,2,Yes,7,PhD,Married,3.0,Senior,Medium,43.0,No,No,No,Fair,Low,Stayed
52517,24,Male,14,Education,4812.0,Good,Very High,Below Average,0,Yes,30,High School,Divorced,4.0,Mid,Medium,18.0,No,No,No,Good,Medium,Stayed
55927,27,Female,19,Finance,7080.0,Good,High,High,0,No,7,Associate Degree,Married,1.0,Mid,Medium,25.0,No,Yes,Yes,Good,Medium,Stayed
5884,58,Female,17,Healthcare,6558.0,Fair,High,Average,0,Yes,95,Associate Degree,Single,1.0,Mid,Large,22.0,Yes,No,Yes,Fair,Low,Left
57790,49,Male,2,Healthcare,8686.0,Fair,Low,Average,0,No,10,Bachelor’s Degree,Married,4.0,Senior,Medium,3.0,Yes,No,No,Good,High,Stayed
3843,49,Female,19,Technology,7017.0,Excellent,High,Average,4,Yes,49,High School,Single,0.0,Mid,Medium,25.0,No,No,No,Poor,Very High,Stayed
55428,52,Male,34,Technology,7776.0,Good,High,High,0,Yes,53,Bachelor’s Degree,Divorced,1.0,Mid,Medium,27.0,No,Yes,No,Poor,Medium,Stayed
59567,24,Female,1,Healthcare,7010.0,Good,High,Below Average,0,No,94,Bachelor’s Degree,Single,1.0,Entry,Medium,27.0,No,No,No,Good,Medium,Left
19132,48,Male,8,Healthcare,8521.0,Excellent,Medium,Average,1,No,17,Master’s Degree,Divorced,0.0,Mid,Small,40.0,Yes,No,Yes,Good,Low,Stayed
34782,53,Female,16,Finance,8099.0,Good,Medium,Average,1,No,32,High School,Single,0.0,Entry,Medium,38.0,No,No,Yes,Good,Very High,Stayed
65648,40,Female,21,Healthcare,6649.0,Good,Medium,Average,0,No,42,Bachelor’s Degree,Married,2.0,Mid,Small,33.0,No,No,No,Poor,High,Stayed
35653,44,Male,30,Media,6565.0,Good,Medium,Average,1,Yes,86,Bachelor’s Degree,Single,0.0,Entry,Medium,33.0,No,No,No,Good,Medium,Left
28667,53,Female,13,Technology,11945.0,Poor,High,Average,2,No,93,Associate Degree,Single,2.0,Entry,Medium,20.0,Yes,No,No,Poor,Low,Left
11002,43,Male,5,Healthcare,7394.0,Fair,Medium,Average,0,No,51,High School,Single,3.0,Entry,Small,40.0,Yes,No,No,Good,Medium,Left
32286,56,Female,44,Finance,9421.0,Excellent,High,Average,1,No,15,Associate Degree,Married,1.0,Entry,Medium,45.0,No,No,No,Fair,High,Left
73477,30,Male,12,Technology,7831.0,Good,High,Below Average,1,No,86,Associate Degree,Married,1.0,Mid,Medium,27.0,No,No,No,Fair,Low,Stayed
9692,43,Male,11,Finance,11391.0,Poor,Very High,Average,1,No,15,Associate Degree,Married,2.0,Mid,Medium,38.0,No,No,No,Good,Low,Stayed
62954,30,Female,3,Education,5384.0,Excellent,High,High,0,No,12,Associate Degree,Married,0.0,Mid,Large,20.0,No,No,No,Good,Low,Stayed
73517,21,Female,8,Healthcare,9255.0,Fair,Medium,Below Average,3,No,58,Bachelor’s Degree,Married,0.0,Mid,Large,14.0,No,No,No,Good,Low,Stayed
11661,47,Female,11,Healthcare,7477.0,Good,High,Below Average,0,Yes,73,Master’s Degree,Married,0.0,Mid,Large,16.0,No,No,No,Poor,Low,Stayed
57311,38,Female,11,Healthcare,7371.0,Good,High,Average,1,Yes,57,Associate Degree,Married,1.0,Senior,Medium,27.0,No,No,No,Good,Low,Stayed
53949,20,Male,2,Healthcare,9368.0,Good,High,High,0,No,10,Associate Degree,Married,5.0,Entry,Medium,18.0,No,No,No,Good,High,Stayed
25587,52,Female,33,Media,5512.0,Excellent,Very High,Average,1,Yes,27,Bachelor’s Degree,Divorced,4.0,Entry,Medium,43.0,Yes,Yes,No,Fair,Medium,Stayed
41081,46,Male,8,Media,6528.0,Good,High,Average,2,No,51,High School,Divorced,3.0,Senior,Small,27.0,No,No,Yes,Good,Medium,Stayed
66173,43,Male,5,Healthcare,7371.0,Good,High,Average,0,No,83,Associate Degree,Single,1.0,Entry,Medium,27.0,No,No,No,Good,Medium,Left
33424,58,Male,25,Technology,8891.0,Good,Medium,High,0,Yes,77,Master’s Degree,Single,0.0,Mid,Medium,40.0,No,No,No,Poor,High,Stayed
30040,40,Male,28,Technology,11068.0,Good,High,Average,0,Yes,49,Associate Degree,Single,6.0,Mid,Medium,30.0,No,No,No,Good,High,Left
30676,50,Male,9,Finance,9902.0,Good,High,Average,0,No,35,Associate Degree,Single,0.0,Mid,Large,13.0,No,No,No,Fair,Low,Stayed
10534,28,Male,11,Media,6551.0,Good,High,Average,1,No,5,Bachelor’s Degree,Married,2.0,Senior,Medium,17.0,No,No,No,Fair,Low,Stayed
25804,55,Female,26,Healthcare,7371.0,Good,High,High,0,No,19,Associate Degree,Single,1.0,Entry,Medium,27.0,No,No,No,Fair,Medium,Left
25700,46,Female,19,Media,6446.0,Fair,High,Below Average,1,Yes,78,Bachelor’s Degree,Single,1.0,Senior,Medium,40.0,No,No,No,Good,High,Left
56593,34,Male,4,Media,5359.0,Good,Medium,Below Average,1,Yes,48,Bachelor’s Degree,Single,4.0,Mid,Medium,23.0,Yes,No,No,Fair,Medium,Stayed
51236,58,Female,30,Healthcare,7946.0,Good,Medium,Average,0,No,51,Associate Degree,Married,4.0,Senior,Small,39.0,No,No,Yes,Excellent,High,Stayed
60969,47,Female,3,Healthcare,7495.0,Good,Low,Below Average,0,Yes,48,Bachelor’s Degree,Married,2.0,Entry,Large,44.0,No,No,Yes,Fair,Medium,Left
21465,30,Male,5,Education,4267.0,Fair,High,High,1,No,7,Bachelor’s Degree,Married,1.0,Senior,Medium,15.0,No,No,No,Fair,Low,Stayed
74127,25,Female,12,Education,3857.0,Good,High,Average,2,Yes,25,Bachelor’s Degree,Married,1.0,Senior,Medium,27.0,No,No,No,Good,High,Stayed
55650,37,Male,9,Healthcare,6750.0,Fair,Very High,Average,0,No,80,Associate Degree,Single,5.0,Entry,Medium,18.0,No,Yes,No,Good,Low,Left
72520,43,Male,9,Media,6803.0,Fair,High,Average,0,Yes,52,High School,Married,0.0,Senior,Medium,27.0,No,No,No,Fair,Low,Left
67570,34,Male,26,Media,6072.0,Good,High,Average,2,Yes,35,High School,Single,1.0,Entry,Medium,27.0,No,Yes,Yes,Good,Low,Left
68647,56,Female,6,Education,4756.0,Poor,High,Average,0,No,57,Master’s Degree,Married,2.0,Senior,Medium,9.0,No,No,No,Good,Medium,Left
6464,26,Female,18,Education,4462.0,Excellent,Low,Average,2,Yes,73,Master’s Degree,Single,1.0,Mid,Medium,22.0,Yes,No,Yes,Poor,Medium,Left
48346,38,Female,20,Education,4522.0,Poor,High,Average,1,Yes,91,Bachelor’s Degree,Divorced,0.0,Entry,Large,38.0,No,No,No,Excellent,Low,Left
71408,52,Female,15,Education,5263.0,Excellent,High,Average,2,Yes,94,Associate Degree,Married,3.0,Mid,Small,27.0,No,No,No,Poor,Medium,Stayed
54070,35,Female,5,Technology,8251.0,Good,High,High,0,Yes,17,Bachelor’s Degree,Married,1.0,Mid,Medium,27.0,No,No,Yes,Good,High,Stayed
70664,53,Male,12,Education,3593.0,Good,High,Average,1,No,65,Master’s Degree,Single,1.0,Senior,Large,51.0,No,No,No,Good,Low,Stayed
47644,36,Male,6,Education,4685.0,Excellent,High,Below Average,2,No,93,Bachelor’s Degree,Single,0.0,Entry,Small,25.0,No,No,No,Good,Low,Left
54780,45,Female,8,Technology,5351.0,Fair,Very High,Average,3,No,98,Bachelor’s Degree,Single,0.0,Senior,Small,13.0,No,No,Yes,Fair,High,Left
68154,49,Male,2,Healthcare,7286.0,Good,High,High,2,Yes,44,Master’s Degree,Single,1.0,Mid,Large,27.0,No,No,No,Fair,Low,Left
58136,29,Female,7,Technology,8330.0,Fair,High,Average,0,No,89,Associate Degree,Divorced,6.0,Mid,Small,10.0,No,No,No,Good,Low,Stayed
3641,50,Female,17,Education,4659.0,Poor,Medium,High,0,No,63,Bachelor’s Degree,Married,2.0,Entry,Small,26.0,No,No,No,Poor,Low,Left
9411,46,Female,11,Technology,8257.0,Fair,High,High,1,No,86,Master’s Degree,Married,1.0,Mid,Large,38.0,No,No,No,Good,High,Stayed
68787,48,Male,22,Education,5200.0,Good,High,Average,1,Yes,90,Associate Degree,Married,4.0,Entry,Medium,45.0,No,No,No,Poor,Low,Left
16962,59,Male,44,Healthcare,6755.0,Excellent,High,Below Average,1,Yes,61,Master’s Degree,Married,2.0,Entry,Medium,50.0,No,No,No,Poor,High,Left
55539,41,Male,28,Finance,10798.0,Good,Very High,Average,2,No,77,Bachelor’s Degree,Married,3.0,Mid,Medium,38.0,No,No,No,Poor,High,Stayed
45333,31,Female,11,Education,5736.0,Fair,High,Average,2,No,21,High School,Single,0.0,Entry,Small,31.0,Yes,No,No,Fair,Low,Left
67545,25,Female,10,Finance,9495.0,Good,High,Average,1,No,48,Associate Degree,Married,2.0,Entry,Small,13.0,Yes,No,No,Fair,Low,Stayed
37375,49,Female,14,Finance,6880.0,Good,High,Below Average,0,No,59,PhD,Single,1.0,Entry,Large,27.0,No,No,Yes,Good,Medium,Left
13104,21,Male,7,Technology,9456.0,Good,High,Below Average,1,No,85,High School,Married,0.0,Entry,Medium,11.0,No,No,Yes,Poor,Low,Left
16042,31,Male,17,Finance,7049.0,Good,High,Average,0,No,64,High School,Divorced,4.0,Senior,Small,25.0,No,No,No,Poor,High,Stayed
60020,39,Male,21,Healthcare,7344.0,Fair,High,Average,1,Yes,9,Master’s Degree,Married,0.0,Mid,Medium,22.0,Yes,No,No,Good,High,Stayed
31806,39,Male,4,Education,4663.0,Good,Medium,Below Average,0,No,68,Bachelor’s Degree,Married,2.0,Mid,Small,32.0,Yes,No,Yes,Poor,Medium,Stayed
58895,55,Male,26,Healthcare,7148.0,Poor,High,Average,3,No,68,Associate Degree,Married,1.0,Mid,Large,51.0,No,No,No,Good,Low,Stayed
10145,21,Male,1,Technology,7072.0,Good,Very High,High,3,No,16,PhD,Married,1.0,Entry,Medium,10.0,No,No,No,Fair,Low,Stayed
52323,58,Male,8,Finance,8746.0,Excellent,Very High,High,4,No,80,High School,Single,1.0,Senior,Medium,50.0,No,No,No,Fair,Low,Stayed
70105,42,Female,1,Technology,8457.0,Good,High,Average,0,Yes,85,Master’s Degree,Married,0.0,Mid,Medium,36.0,No,No,Yes,Good,Medium,Stayed
8089,28,Male,6,Healthcare,5724.0,Good,Very High,Below Average,1,No,17,Master’s Degree,Married,1.0,Mid,Medium,13.0,No,No,No,Good,Low,Stayed
52855,57,Female,25,Education,4337.0,Good,High,Average,2,No,20,Bachelor’s Degree,Married,1.0,Entry,Medium,27.0,No,No,No,Excellent,Low,Stayed
3459,59,Male,27,Education,7371.0,Good,High,Average,0,No,87,Master’s Degree,Divorced,1.0,Mid,Medium,27.0,Yes,No,Yes,Fair,High,Stayed
47823,34,Female,25,Education,5301.0,Poor,Very High,Average,3,Yes,57,High School,Divorced,0.0,Entry,Medium,27.0,Yes,No,No,Good,Medium,Stayed
65817,51,Male,5,Technology,7329.0,Good,High,Average,0,No,15,Bachelor’s Degree,Divorced,1.0,Entry,Medium,22.0,No,No,No,Fair,High,Left
66393,59,Female,28,Healthcare,8359.0,Good,Very High,Average,0,No,27,Bachelor’s Degree,Married,4.0,Senior,Medium,43.0,No,No,No,Good,Medium,Stayed
34438,22,Female,1,Education,4889.0,Excellent,Medium,Average,3,No,31,Associate Degree,Married,4.0,Entry,Medium,10.0,No,No,No,Good,High,Stayed
66257,40,Male,24,Finance,6304.0,Good,High,Average,2,No,69,High School,Single,3.0,Entry,Medium,33.0,No,No,No,Fair,Low,Stayed
19393,37,Female,28,Technology,11430.0,Fair,Medium,Average,0,No,96,Associate Degree,Married,0.0,Senior,Medium,34.0,No,No,Yes,Fair,Medium,Stayed
3106,45,Male,31,Media,5988.0,Fair,High,Average,0,No,25,Master’s Degree,Married,4.0,Entry,Small,41.0,No,No,No,Poor,Medium,Left
11959,57,Male,7,Finance,7699.0,Good,High,High,0,No,34,Bachelor’s Degree,Married,1.0,Senior,Medium,27.0,Yes,No,Yes,Good,Medium,Stayed
7810,22,Male,11,Finance,7127.0,Excellent,High,Average,1,No,66,Associate Degree,Single,3.0,Entry,Medium,22.0,No,No,No,Excellent,High,Left
6237,43,Male,7,Healthcare,7333.0,Good,High,Average,0,Yes,4,Bachelor’s Degree,Married,5.0,Mid,Small,22.0,No,No,No,Poor,Medium,Stayed
6397,42,Male,3,Healthcare,9325.0,Excellent,Very High,Below Average,0,No,32,Master’s Degree,Single,1.0,Entry,Large,30.0,No,No,No,Poor,Very High,Left
58012,55,Female,18,Technology,11312.0,Poor,High,Average,2,No,29,High School,Single,0.0,Entry,Medium,47.0,No,No,No,Poor,High,Left
64902,32,Female,15,Media,5935.0,Poor,High,Average,0,No,97,Bachelor’s Degree,Divorced,0.0,Entry,Medium,25.0,No,No,No,Poor,Low,Left
12610,59,Male,17,Media,5266.0,Excellent,Very High,Average,0,No,31,Associate Degree,Married,0.0,Entry,Medium,35.0,No,No,Yes,Fair,Very High,Left
8772,18,Male,8,Media,6165.0,Good,High,High,0,No,16,Associate Degree,Married,1.0,Senior,Small,27.0,No,No,No,Fair,Low,Left
51640,31,Male,3,Healthcare,8439.0,Good,High,Below Average,0,No,61,Master’s Degree,Single,1.0,Mid,Large,27.0,No,No,No,Good,High,Left
54294,57,Male,38,Technology,8736.0,Good,High,Average,0,No,98,High School,Married,0.0,Mid,Small,43.0,Yes,No,Yes,Fair,Low,Stayed
65090,44,Male,19,Technology,10597.0,Good,Very High,Average,1,No,30,High School,Divorced,1.0,Senior,Small,40.0,No,No,No,Good,High,Stayed
28467,33,Female,4,Healthcare,8543.0,Fair,Medium,Average,0,No,17,High School,Single,3.0,Mid,Large,14.0,No,No,No,Good,High,Left
24169,56,Male,11,Finance,7272.0,Good,High,Average,1,Yes,10,Master’s Degree,Married,0.0,Mid,Medium,54.0,No,No,Yes,Fair,Low,Left
33234,35,Female,14,Healthcare,8835.0,Fair,High,Average,0,No,41,Master’s Degree,Single,3.0,Mid,Small,20.0,Yes,No,No,Excellent,High,Left
45205,57,Female,19,Technology,9594.0,Fair,Very High,Average,1,No,31,Bachelor’s Degree,Single,3.0,Entry,Small,23.0,Yes,No,No,Poor,Low,Left
54908,51,Female,8,Technology,9926.0,Good,High,Average,1,No,78,Bachelor’s Degree,Married,3.0,Entry,Medium,21.0,No,No,Yes,Poor,Low,Left
1372,56,Male,4,Technology,9781.0,Fair,High,Average,0,No,42,Master’s Degree,Married,0.0,Entry,Large,27.0,Yes,No,No,Good,High,Stayed
15002,41,Female,12,Technology,9446.0,Poor,Low,Below Average,2,No,83,Bachelor’s Degree,Divorced,3.0,Mid,Medium,23.0,No,No,No,Excellent,High,Left
13119,44,Female,9,Healthcare,6346.0,Good,Very High,Average,1,Yes,15,Bachelor’s Degree,Married,3.0,Senior,Small,18.0,No,No,No,Good,High,Stayed
38658,24,Female,3,Healthcare,7564.0,Good,High,Below Average,3,No,29,Bachelor’s Degree,Married,1.0,Entry,Medium,27.0,No,No,Yes,Good,High,Stayed
39789,33,Male,6,Media,6256.0,Excellent,Medium,Below Average,0,No,64,Associate Degree,Married,1.0,Entry,Medium,31.0,No,No,No,Fair,Low,Stayed
42308,47,Male,27,Healthcare,7044.0,Fair,High,Average,0,No,86,Bachelor’s Degree,Divorced,5.0,Mid,Small,41.0,Yes,No,No,Good,Medium,Stayed
37546,44,Female,27,Media,6088.0,Good,High,Average,2,No,27,Bachelor’s Degree,Married,3.0,Mid,Medium,44.0,No,No,Yes,Good,Medium,Stayed
11533,37,Male,26,Finance,6538.0,Fair,Very High,Average,1,No,90,PhD,Married,1.0,Entry,Small,37.0,No,No,No,Poor,Low,Left
30059,55,Male,13,Finance,9734.0,Good,High,High,1,Yes,15,High School,Single,1.0,Senior,Medium,55.0,No,No,No,Good,High,Stayed
65641,26,Male,5,Education,3235.0,Good,High,Average,0,No,39,Associate Degree,Married,4.0,Mid,Medium,11.0,No,No,No,Fair,High,Stayed
65687,46,Female,1,Healthcare,9218.0,Good,Very High,High,2,No,15,High School,Divorced,2.0,Senior,Small,28.0,No,No,No,Good,Medium,Stayed
56568,39,Female,27,Education,5569.0,Good,High,High,1,No,17,Bachelor’s Degree,Single,1.0,Entry,Medium,27.0,No,No,No,Good,High,Stayed
37088,36,Male,26,Healthcare,7371.0,Good,High,Average,0,No,36,Bachelor’s Degree,Married,1.0,Senior,Medium,27.0,No,No,No,Fair,Medium,Stayed
4825,30,Male,13,Healthcare,8236.0,Poor,Medium,High,0,No,23,Bachelor’s Degree,Single,3.0,Entry,Medium,24.0,No,No,Yes,Poor,High,Left
69608,51,Male,16,Technology,9448.0,Poor,High,High,2,No,63,Associate Degree,Single,4.0,Mid,Large,35.0,Yes,No,No,Good,Low,Stayed
33612,39,Female,14,Technology,9172.0,Excellent,Low,High,0,No,83,Bachelor’s Degree,Married,2.0,Mid,Large,25.0,Yes,Yes,No,Good,Medium,Stayed
46280,50,Male,22,Healthcare,7539.0,Good,Medium,Average,1,Yes,24,Associate Degree,Married,1.0,Entry,Small,40.0,Yes,Yes,No,Good,Low,Stayed
31675,59,Male,28,Education,4553.0,Good,Low,Average,2,No,69,Master’s Degree,Married,2.0,Mid,Small,31.0,No,No,No,Excellent,High,Left
35444,43,Female,4,Healthcare,7867.0,Poor,High,Low,0,Yes,17,Associate Degree,Married,4.0,Senior,Medium,30.0,No,No,Yes,Good,High,Stayed
12118,44,Female,30,Healthcare,7819.0,Good,High,Average,2,No,48,Associate Degree,Single,4.0,Entry,Medium,32.0,No,No,No,Poor,Low,Stayed
4125,51,Male,33,Healthcare,7269.0,Poor,Very High,Average,1,Yes,43,High School,Married,0.0,Mid,Medium,49.0,No,No,Yes,Fair,Medium,Left
18535,36,Female,2,Education,4482.0,Good,High,Average,0,No,93,PhD,Married,0.0,Mid,Small,30.0,Yes,No,No,Poor,Medium,Stayed
8727,28,Female,2,Media,5865.0,Poor,Very High,Average,0,No,25,Master’s Degree,Married,2.0,Entry,Large,27.0,No,No,Yes,Good,Low,Left
49737,34,Female,5,Media,6145.0,Fair,High,High,3,No,56,Associate Degree,Married,0.0,Senior,Large,9.0,No,No,No,Good,Low,Stayed
61217,29,Female,10,Education,7371.0,Good,High,Average,3,No,34,Bachelor’s Degree,Married,1.0,Mid,Medium,27.0,No,Yes,No,Good,High,Stayed
46549,40,Female,6,Education,3671.0,Excellent,Very High,Average,1,Yes,85,High School,Single,2.0,Entry,Medium,18.0,No,No,Yes,Good,High,Left
5021,33,Female,4,Education,4640.0,Excellent,Low,Average,0,Yes,51,Master’s Degree,Divorced,3.0,Mid,Small,13.0,No,No,Yes,Poor,Medium,Stayed
71025,44,Female,14,Healthcare,7633.0,Good,High,High,3,Yes,27,High School,Single,3.0,Entry,Medium,33.0,No,No,Yes,Poor,Low,Stayed
18488,55,Male,21,Media,5855.0,Good,High,Below Average,3,No,6,Associate Degree,Single,1.0,Entry,Small,27.0,Yes,No,No,Fair,High,Left
29220,38,Male,25,Education,5131.0,Poor,Very High,Average,0,No,76,Master’s Degree,Single,1.0,Senior,Large,32.0,No,No,No,Good,Low,Left
35428,59,Male,2,Finance,13145.0,Fair,High,Average,0,No,42,Bachelor’s Degree,Single,0.0,Mid,Small,46.0,No,No,No,Good,Medium,Left
54137,30,Male,1,Education,7371.0,Good,High,Below Average,1,No,59,Bachelor’s Degree,Married,1.0,Mid,Medium,27.0,No,No,No,Good,Low,Left
34446,20,Female,8,Finance,7371.0,Good,High,Average,0,No,55,Associate Degree,Single,1.0,Mid,Medium,27.0,No,No,No,Good,High,Left
32681,35,Male,6,Media,6065.0,Fair,Medium,Average,0,No,71,Master’s Degree,Single,3.0,Mid,Medium,29.0,No,No,Yes,Good,Low,Left
20376,29,Male,9,Education,4131.0,Fair,Very High,Low,1,No,49,Master’s Degree,Married,5.0,Mid,Medium,27.0,No,No,No,Poor,High,Stayed
51382,49,Male,13,Healthcare,8452.0,Good,High,Average,1,No,65,Bachelor’s Degree,Divorced,1.0,Mid,Small,19.0,No,No,No,Fair,High,Stayed
